,income
18464,>50K
9800,<=50K
4005,<=50K
17895,>50K
4922,<=50K
27079,<=50K
24070,>50K
17387,<=50K
20830,<=50K
25995,<=50K
25320,>50K
23709,<=50K
29130,<=50K
23188,>50K
24495,<=50K
13888,<=50K
20964,<=50K
1561,<=50K
25048,<=50K
26374,<=50K
23621,<=50K
15646,<=50K
28815,<=50K
29053,<=50K
2563,<=50K
3614,<=50K
19442,>50K
4286,<=50K
23992,<=50K
26990,>50K
3752,<=50K
3278,<=50K
674,<=50K
28961,>50K
28180,<=50K
1510,<=50K
6259,<=50K
11682,<=50K
28913,<=50K
6875,<=50K
27584,<=50K
7682,<=50K
17759,<=50K
19117,>50K
29489,<=50K
17186,<=50K
6838,<=50K
23481,<=50K
10837,<=50K
20254,<=50K
25128,<=50K
15466,>50K
26597,<=50K
30473,<=50K
19113,>50K
25563,<=50K
26835,<=50K
16556,<=50K
24508,<=50K
16937,>50K
7296,>50K
24600,<=50K
6947,<=50K
28923,>50K
29644,>50K
1929,<=50K
10411,<=50K
7464,<=50K
23900,<=50K
24647,<=50K
10943,<=50K
30194,>50K
12696,<=50K
17832,>50K
15463,<=50K
28327,<=50K
22278,<=50K
26492,>50K
18698,<=50K
18418,<=50K
3625,<=50K
28964,>50K
18492,<=50K
12410,<=50K
13644,<=50K
19216,>50K
18488,<=50K
11501,<=50K
23489,>50K
18459,>50K
8895,<=50K
580,<=50K
17491,>50K
13374,<=50K
7372,>50K
18780,<=50K
26850,<=50K
27166,>50K
18014,<=50K
2400,<=50K
24899,<=50K
22226,>50K
6703,<=50K
9539,>50K
14071,<=50K
23627,<=50K
4997,>50K
2946,<=50K
9733,<=50K
15511,>50K
6202,>50K
20456,<=50K
17255,<=50K
12130,>50K
23706,>50K
20950,<=50K
10948,<=50K
9248,>50K
27171,<=50K
23966,<=50K
2265,<=50K
27619,>50K
23395,<=50K
22279,<=50K
27479,<=50K
27076,<=50K
24897,<=50K
27505,<=50K
26762,<=50K
22823,<=50K
29519,<=50K
15754,<=50K
11075,<=50K
18428,<=50K
16030,<=50K
21736,<=50K
12044,<=50K
18958,<=50K
30102,>50K
10857,>50K
27810,<=50K
29110,<=50K
23309,<=50K
12839,>50K
28236,<=50K
10766,<=50K
20676,<=50K
8040,<=50K
16007,<=50K
25713,<=50K
28056,<=50K
14097,<=50K
24344,<=50K
23053,>50K
1126,<=50K
578,>50K
14848,>50K
3156,<=50K
19613,<=50K
29260,>50K
7792,<=50K
20086,<=50K
2509,<=50K
1696,<=50K
16888,<=50K
10633,<=50K
14199,<=50K
23076,<=50K
24670,<=50K
7315,<=50K
28743,<=50K
3038,>50K
6308,<=50K
21491,<=50K
26846,>50K
13449,>50K
4918,<=50K
19470,<=50K
2948,<=50K
9550,>50K
15140,<=50K
3104,<=50K
5801,<=50K
5503,<=50K
25728,<=50K
24968,<=50K
30506,<=50K
29752,<=50K
16178,<=50K
10886,<=50K
7477,<=50K
16635,>50K
7500,>50K
223,<=50K
10503,<=50K
24706,>50K
7151,<=50K
4521,<=50K
11455,<=50K
5742,<=50K
1242,>50K
10410,>50K
4815,<=50K
15088,<=50K
8298,<=50K
10277,<=50K
7702,<=50K
13509,>50K
24335,<=50K
13025,<=50K
12041,<=50K
26455,<=50K
2431,<=50K
26216,>50K
20578,<=50K
19003,>50K
6702,>50K
25448,>50K
22969,<=50K
27657,<=50K
2164,<=50K
30587,<=50K
2893,>50K
11654,<=50K
13608,>50K
5823,>50K
16980,<=50K
21544,<=50K
11471,<=50K
23896,<=50K
23306,<=50K
10166,<=50K
24979,<=50K
25085,<=50K
9848,>50K
13431,<=50K
14903,<=50K
15339,<=50K
26299,<=50K
2718,<=50K
5054,<=50K
14043,<=50K
9428,<=50K
29677,<=50K
27290,<=50K
24642,>50K
5826,<=50K
23594,<=50K
29902,<=50K
4959,<=50K
25784,>50K
25047,<=50K
20173,<=50K
6384,<=50K
7513,<=50K
23450,>50K
9858,<=50K
23421,<=50K
19339,<=50K
29735,<=50K
27883,<=50K
8815,<=50K
28557,<=50K
13537,>50K
11063,<=50K
14384,<=50K
20527,<=50K
8714,<=50K
8124,>50K
28372,<=50K
14517,<=50K
26432,<=50K
22925,<=50K
15310,<=50K
28262,<=50K
5163,<=50K
29170,<=50K
20476,<=50K
24477,<=50K
841,>50K
26338,>50K
20440,<=50K
2394,<=50K
25835,<=50K
14088,<=50K
2666,>50K
3879,<=50K
26784,<=50K
11074,<=50K
4349,<=50K
1128,<=50K
22519,<=50K
18002,>50K
20332,<=50K
7642,<=50K
327,<=50K
23370,<=50K
16767,<=50K
9727,<=50K
12137,<=50K
2144,>50K
15520,<=50K
6878,<=50K
22232,<=50K
10972,<=50K
29652,<=50K
24406,>50K
18913,>50K
28755,<=50K
15750,<=50K
13692,<=50K
6822,<=50K
7649,<=50K
30250,<=50K
21037,<=50K
7405,>50K
29332,<=50K
6781,<=50K
10008,>50K
11787,>50K
22096,>50K
24466,<=50K
14813,<=50K
26264,<=50K
20595,>50K
8783,<=50K
10795,>50K
12178,<=50K
7466,<=50K
12708,>50K
6277,<=50K
12725,>50K
27824,<=50K
26897,<=50K
437,<=50K
6521,<=50K
8977,<=50K
21232,<=50K
11245,<=50K
24634,<=50K
14443,<=50K
21129,>50K
4143,<=50K
27022,<=50K
6215,>50K
3733,<=50K
27658,<=50K
24586,<=50K
26030,<=50K
11713,>50K
22537,>50K
1740,<=50K
1908,<=50K
24416,<=50K
27480,<=50K
10420,>50K
27745,>50K
26531,<=50K
27587,>50K
23425,<=50K
13285,<=50K
14309,<=50K
15427,<=50K
8269,>50K
20817,<=50K
28389,<=50K
17206,<=50K
27033,<=50K
1284,<=50K
2507,<=50K
22228,<=50K
21935,<=50K
16780,<=50K
4448,<=50K
4549,>50K
9576,>50K
731,<=50K
12236,<=50K
6801,<=50K
12351,<=50K
16009,<=50K
8853,<=50K
14585,<=50K
14100,>50K
6659,<=50K
2156,<=50K
10595,<=50K
455,<=50K
4386,<=50K
4201,<=50K
14612,>50K
16570,<=50K
11160,<=50K
8439,<=50K
6062,<=50K
24541,>50K
18555,<=50K
25355,<=50K
9900,<=50K
25016,<=50K
5490,<=50K
6707,>50K
7752,>50K
14151,<=50K
14871,>50K
18408,>50K
17711,<=50K
7888,<=50K
21675,<=50K
7438,>50K
26920,>50K
110,<=50K
16554,>50K
2799,<=50K
10088,>50K
26661,<=50K
5720,<=50K
27850,<=50K
13244,>50K
8667,<=50K
10631,<=50K
25391,<=50K
614,<=50K
2525,<=50K
23565,>50K
12135,>50K
11962,<=50K
445,<=50K
16137,<=50K
15839,>50K
2107,<=50K
29250,<=50K
22297,<=50K
19295,<=50K
26658,<=50K
29886,>50K
26688,<=50K
26255,<=50K
29432,>50K
15372,<=50K
3466,>50K
11323,>50K
1218,<=50K
19902,>50K
3858,<=50K
10097,<=50K
4766,>50K
25625,>50K
8689,<=50K
19282,<=50K
13171,<=50K
794,<=50K
29658,<=50K
26222,<=50K
17045,<=50K
18049,>50K
668,<=50K
1491,<=50K
11429,<=50K
16036,>50K
5776,<=50K
25471,>50K
27702,<=50K
3596,<=50K
19434,>50K
17926,<=50K
8252,<=50K
23291,<=50K
9400,<=50K
2744,<=50K
19099,<=50K
4921,>50K
3301,<=50K
28954,>50K
9424,>50K
21344,<=50K
25920,>50K
2459,>50K
3000,<=50K
29919,<=50K
12218,<=50K
30460,<=50K
7216,<=50K
25704,>50K
16506,<=50K
17516,<=50K
30471,<=50K
18769,<=50K
1567,>50K
1268,>50K
2113,>50K
16739,<=50K
16808,<=50K
16085,<=50K
12700,<=50K
16770,<=50K
9479,<=50K
17856,<=50K
9615,<=50K
12614,<=50K
27914,<=50K
27626,>50K
19971,<=50K
12145,>50K
556,>50K
8266,<=50K
5242,<=50K
24206,<=50K
29614,>50K
7202,>50K
3891,<=50K
21774,<=50K
13298,<=50K
1208,<=50K
13414,<=50K
6513,>50K
17061,>50K
26793,<=50K
7585,<=50K
19341,>50K
28968,<=50K
25775,<=50K
23607,>50K
28551,<=50K
4523,>50K
28493,<=50K
12174,<=50K
27682,<=50K
8803,<=50K
26032,>50K
17375,>50K
21657,<=50K
856,<=50K
1684,>50K
25461,<=50K
19279,<=50K
19918,<=50K
23488,<=50K
81,<=50K
5271,<=50K
30051,<=50K
861,<=50K
17175,<=50K
4532,<=50K
616,>50K
24090,>50K
18829,<=50K
28618,<=50K
20171,>50K
28556,<=50K
23359,<=50K
221,>50K
21125,>50K
4538,>50K
22692,<=50K
25905,>50K
10216,<=50K
3769,>50K
492,<=50K
756,>50K
24673,<=50K
15961,>50K
17400,<=50K
842,<=50K
17720,<=50K
6782,<=50K
8004,>50K
22476,<=50K
26799,<=50K
300,<=50K
3515,>50K
11240,>50K
30711,>50K
13142,<=50K
13486,<=50K
26253,<=50K
13250,>50K
12007,>50K
8593,>50K
10956,<=50K
15528,>50K
6786,<=50K
14711,<=50K
22891,>50K
9990,>50K
9259,>50K
9494,<=50K
18006,<=50K
2255,<=50K
9125,<=50K
26288,>50K
7867,>50K
25277,<=50K
16021,<=50K
23328,<=50K
17710,<=50K
12443,>50K
17559,<=50K
9930,<=50K
2700,>50K
20834,<=50K
14229,>50K
22849,<=50K
1784,<=50K
25231,<=50K
15666,>50K
26823,<=50K
7002,<=50K
17742,<=50K
14868,<=50K
20323,<=50K
18549,>50K
21198,<=50K
17235,<=50K
23763,<=50K
530,<=50K
14952,>50K
2737,<=50K
12310,<=50K
3062,>50K
13203,>50K
24784,>50K
28664,>50K
11599,<=50K
6579,<=50K
7984,<=50K
27051,<=50K
7271,<=50K
1629,<=50K
11747,>50K
15000,<=50K
1035,>50K
17551,<=50K
14560,>50K
25137,>50K
7532,<=50K
26050,>50K
18922,<=50K
4631,<=50K
10294,>50K
12543,<=50K
9365,<=50K
20962,<=50K
8332,<=50K
23701,<=50K
10543,>50K
30499,<=50K
28495,<=50K
12083,<=50K
12791,<=50K
2637,<=50K
29371,<=50K
28902,<=50K
8812,<=50K
6175,>50K
30690,<=50K
4658,<=50K
3434,<=50K
2812,<=50K
12823,<=50K
23723,<=50K
27831,<=50K
8453,<=50K
20656,<=50K
5698,<=50K
27506,>50K
661,<=50K
2287,<=50K
5315,<=50K
10190,<=50K
4708,<=50K
29996,>50K
29306,>50K
3987,<=50K
14959,<=50K
15764,<=50K
26167,<=50K
21778,<=50K
5301,>50K
12190,<=50K
17299,<=50K
4848,>50K
9396,<=50K
25712,>50K
3148,<=50K
19409,<=50K
7824,<=50K
27924,>50K
5934,<=50K
21115,<=50K
15759,>50K
15863,<=50K
2975,<=50K
25189,<=50K
16942,<=50K
11452,>50K
26214,<=50K
14321,<=50K
18911,<=50K
21644,>50K
10552,<=50K
13991,<=50K
1570,<=50K
29264,<=50K
16323,<=50K
12581,>50K
1669,>50K
10713,<=50K
28865,<=50K
14951,<=50K
279,<=50K
524,<=50K
26436,<=50K
27188,>50K
5160,<=50K
16042,<=50K
9277,>50K
28170,<=50K
12052,<=50K
17463,<=50K
11153,<=50K
3200,<=50K
16836,>50K
11672,<=50K
14013,>50K
1483,>50K
22768,<=50K
22582,<=50K
16705,<=50K
30534,<=50K
3917,<=50K
9891,<=50K
30263,>50K
7150,<=50K
9394,<=50K
15036,<=50K
29789,>50K
7612,>50K
2213,<=50K
4234,<=50K
4926,>50K
25479,<=50K
30708,<=50K
20481,<=50K
20682,<=50K
12062,<=50K
6181,<=50K
13267,<=50K
24481,<=50K
1030,>50K
628,>50K
12787,<=50K
4816,>50K
29535,<=50K
12240,<=50K
4690,<=50K
30485,<=50K
5481,<=50K
16053,<=50K
5279,<=50K
3112,<=50K
21084,<=50K
27858,<=50K
25034,<=50K
20094,<=50K
22024,<=50K
15591,<=50K
27554,<=50K
16476,<=50K
19421,<=50K
10673,<=50K
25616,<=50K
30192,<=50K
14920,<=50K
2460,>50K
21281,<=50K
14780,<=50K
5433,<=50K
8750,<=50K
6211,<=50K
29579,<=50K
9641,<=50K
12792,<=50K
644,<=50K
19515,<=50K
27981,<=50K
6065,<=50K
3896,<=50K
9500,<=50K
3842,<=50K
24244,<=50K
20861,<=50K
22078,<=50K
26493,<=50K
10069,>50K
4038,<=50K
16917,<=50K
11138,<=50K
6611,<=50K
25396,>50K
27713,>50K
27532,<=50K
8112,<=50K
9692,>50K
404,<=50K
6220,<=50K
30481,<=50K
14212,<=50K
23846,<=50K
30057,<=50K
3216,<=50K
30625,<=50K
27397,<=50K
1514,<=50K
16150,<=50K
7109,>50K
13338,<=50K
3258,<=50K
25219,<=50K
6141,<=50K
21079,>50K
5729,>50K
21450,<=50K
18504,<=50K
18978,<=50K
10,>50K
23051,<=50K
8559,<=50K
20963,<=50K
16589,<=50K
14163,>50K
25850,<=50K
20704,<=50K
18996,<=50K
5087,<=50K
30480,>50K
22174,<=50K
1911,<=50K
10419,>50K
5001,<=50K
22787,<=50K
4320,<=50K
12648,>50K
9635,<=50K
10553,>50K
17725,<=50K
4629,<=50K
22379,>50K
29186,<=50K
19012,>50K
24086,<=50K
17951,<=50K
27995,<=50K
9838,<=50K
10996,<=50K
20511,<=50K
6262,<=50K
24894,<=50K
29863,<=50K
9777,<=50K
12752,<=50K
1829,<=50K
19387,<=50K
2710,>50K
25746,<=50K
20011,<=50K
8203,<=50K
4204,>50K
26794,<=50K
5232,<=50K
18484,<=50K
17771,>50K
12203,<=50K
452,<=50K
2454,>50K
23145,<=50K
22168,>50K
24263,>50K
4608,<=50K
3421,>50K
2552,<=50K
172,<=50K
15561,>50K
7307,<=50K
13855,<=50K
20015,<=50K
4364,<=50K
11522,<=50K
21379,<=50K
15723,>50K
12359,<=50K
19027,>50K
20293,<=50K
19564,>50K
11018,>50K
5052,>50K
21096,<=50K
20001,<=50K
16924,<=50K
2646,<=50K
17991,<=50K
16663,>50K
7999,>50K
27692,<=50K
18969,<=50K
29184,>50K
1866,<=50K
24124,<=50K
18985,<=50K
7545,>50K
26726,<=50K
30338,<=50K
16731,<=50K
4516,<=50K
5378,<=50K
17766,<=50K
9464,<=50K
13256,<=50K
15243,<=50K
11562,<=50K
6936,<=50K
14001,<=50K
28368,<=50K
10094,<=50K
26666,>50K
12428,<=50K
27252,>50K
24249,<=50K
24592,<=50K
13508,<=50K
19444,<=50K
22163,<=50K
20366,>50K
24893,<=50K
4209,<=50K
28054,>50K
24906,<=50K
6889,<=50K
11328,<=50K
7465,<=50K
22730,<=50K
29625,<=50K
22636,<=50K
17649,<=50K
28594,>50K
1675,<=50K
3227,>50K
25773,<=50K
13707,>50K
10211,>50K
28040,<=50K
12668,<=50K
10762,<=50K
14574,<=50K
6984,<=50K
13841,<=50K
13954,>50K
9854,<=50K
1686,<=50K
30494,<=50K
1614,<=50K
22937,<=50K
5100,>50K
3393,<=50K
30651,<=50K
14455,<=50K
22510,>50K
13352,<=50K
13667,<=50K
22157,<=50K
7120,>50K
9642,<=50K
5538,>50K
11837,<=50K
11726,<=50K
17624,>50K
9710,<=50K
26384,<=50K
3131,<=50K
12287,>50K
26117,<=50K
11841,>50K
17251,<=50K
9795,<=50K
12421,>50K
5668,<=50K
28850,>50K
4036,>50K
26135,>50K
30005,<=50K
10961,<=50K
7062,<=50K
17869,>50K
24496,<=50K
20417,>50K
24131,<=50K
12119,<=50K
19453,<=50K
24565,<=50K
6441,<=50K
11554,<=50K
12072,<=50K
13130,<=50K
28621,<=50K
611,<=50K
15816,>50K
18119,<=50K
11900,<=50K
11143,<=50K
1894,<=50K
4193,<=50K
13442,<=50K
3378,<=50K
15361,<=50K
27000,>50K
22043,>50K
18623,>50K
26825,<=50K
3448,<=50K
1628,>50K
24026,<=50K
18425,<=50K
13872,<=50K
3072,>50K
378,<=50K
3954,<=50K
27488,<=50K
23939,<=50K
15770,<=50K
6376,<=50K
23462,>50K
28122,<=50K
16334,>50K
3231,<=50K
21448,>50K
1845,<=50K
23350,<=50K
30442,>50K
5129,>50K
10817,>50K
11836,<=50K
7214,<=50K
29668,<=50K
20907,<=50K
5380,<=50K
16646,<=50K
28842,<=50K
420,<=50K
12348,>50K
11358,<=50K
7272,<=50K
23694,<=50K
19978,>50K
22398,<=50K
635,<=50K
27228,<=50K
11753,<=50K
6186,<=50K
8642,<=50K
15773,<=50K
19372,<=50K
18926,>50K
15163,<=50K
26981,<=50K
5095,<=50K
26308,<=50K
2836,<=50K
23458,<=50K
12816,<=50K
4493,<=50K
28105,<=50K
28709,<=50K
23898,>50K
1326,<=50K
21264,<=50K
27025,<=50K
14113,>50K
13668,<=50K
14604,<=50K
20951,<=50K
14818,>50K
28016,>50K
25029,>50K
2918,<=50K
654,<=50K
26533,<=50K
25221,<=50K
12273,<=50K
18056,<=50K
29693,<=50K
12802,<=50K
4269,>50K
7351,<=50K
22865,<=50K
2336,>50K
2849,<=50K
18900,<=50K
11124,>50K
1518,<=50K
21563,>50K
2923,<=50K
10254,<=50K
7684,>50K
11696,<=50K
11269,<=50K
23548,<=50K
17979,<=50K
129,>50K
5220,>50K
14801,<=50K
16122,<=50K
23635,<=50K
8883,<=50K
384,<=50K
20215,>50K
20825,<=50K
8184,>50K
26173,>50K
27282,<=50K
16703,>50K
30529,<=50K
24340,<=50K
14689,<=50K
20270,>50K
14933,<=50K
16,<=50K
30080,>50K
18450,<=50K
30325,<=50K
5682,<=50K
9211,<=50K
4535,<=50K
28391,>50K
15038,<=50K
27152,<=50K
9663,>50K
21896,<=50K
9401,<=50K
12778,>50K
16795,<=50K
19905,<=50K
21177,<=50K
14350,<=50K
7994,>50K
19790,<=50K
30128,<=50K
10147,<=50K
27474,<=50K
19883,<=50K
28782,>50K
8130,<=50K
17669,<=50K
5842,<=50K
13727,>50K
26174,>50K
9143,<=50K
17566,<=50K
12183,<=50K
19447,>50K
29283,<=50K
3761,<=50K
12717,<=50K
156,<=50K
3868,<=50K
14431,>50K
5869,<=50K
18861,<=50K
1187,<=50K
5239,<=50K
13282,>50K
25490,<=50K
29964,<=50K
6607,>50K
12020,<=50K
11834,>50K
904,<=50K
3464,>50K
13694,<=50K
26511,>50K
607,>50K
25794,<=50K
5864,<=50K
2090,<=50K
13621,<=50K
19329,<=50K
19102,>50K
11592,<=50K
14542,<=50K
681,<=50K
8623,<=50K
4969,<=50K
18611,<=50K
1660,>50K
12940,<=50K
12281,<=50K
3657,<=50K
8836,<=50K
29620,<=50K
22973,<=50K
17077,<=50K
11686,<=50K
2514,<=50K
7377,<=50K
17066,<=50K
771,<=50K
14471,<=50K
6235,<=50K
16648,<=50K
6524,<=50K
15677,<=50K
3140,<=50K
21313,>50K
1758,>50K
2834,>50K
28803,<=50K
15497,<=50K
23766,<=50K
4929,<=50K
24254,<=50K
1990,<=50K
10498,<=50K
29073,<=50K
15478,>50K
18513,<=50K
17108,<=50K
15072,>50K
12691,>50K
7594,<=50K
310,<=50K
28507,<=50K
10664,>50K
13902,>50K
17543,>50K
21905,<=50K
9899,<=50K
23405,<=50K
5652,>50K
11386,<=50K
20646,<=50K
17573,>50K
26450,<=50K
16931,<=50K
28639,<=50K
13962,<=50K
16781,<=50K
6230,<=50K
5104,<=50K
14791,>50K
16560,<=50K
22013,<=50K
26870,>50K
19491,<=50K
7218,>50K
788,<=50K
12018,<=50K
8937,<=50K
5747,>50K
1446,<=50K
7310,<=50K
291,<=50K
6570,>50K
13915,<=50K
14880,<=50K
21035,<=50K
22674,<=50K
23560,<=50K
20542,<=50K
19465,<=50K
23082,>50K
16202,<=50K
28448,<=50K
23779,<=50K
9458,<=50K
8529,>50K
3362,<=50K
29251,<=50K
17022,<=50K
13036,<=50K
29142,<=50K
21132,>50K
18287,<=50K
26769,<=50K
6228,<=50K
363,<=50K
28975,<=50K
22223,>50K
17784,<=50K
18193,<=50K
4037,<=50K
10787,<=50K
17877,<=50K
15261,<=50K
26179,<=50K
5724,>50K
26788,<=50K
7634,>50K
12431,<=50K
22081,<=50K
27324,<=50K
19011,<=50K
29745,<=50K
22494,<=50K
5843,>50K
9227,<=50K
4893,<=50K
4860,<=50K
6706,<=50K
5894,<=50K
22243,>50K
26677,>50K
29499,<=50K
16302,<=50K
21936,<=50K
4510,>50K
13232,<=50K
5835,>50K
25377,<=50K
26329,<=50K
8548,<=50K
29065,<=50K
24387,>50K
9162,<=50K
24383,<=50K
4056,>50K
16593,>50K
13496,<=50K
22662,<=50K
10582,<=50K
23407,>50K
10579,>50K
107,>50K
5321,<=50K
29,<=50K
25549,<=50K
1176,<=50K
2982,>50K
9593,<=50K
2875,>50K
21487,<=50K
3913,<=50K
17229,<=50K
19325,>50K
14766,<=50K
13930,<=50K
26371,<=50K
23193,<=50K
9766,<=50K
7371,<=50K
3607,<=50K
30426,<=50K
10427,>50K
1944,<=50K
30398,<=50K
11277,<=50K
6750,<=50K
20658,<=50K
29223,<=50K
27933,<=50K
14759,<=50K
28950,<=50K
2358,<=50K
22796,>50K
3860,>50K
12427,<=50K
27842,>50K
1034,<=50K
13828,>50K
2108,>50K
1085,>50K
7542,>50K
21442,<=50K
25176,<=50K
8508,<=50K
17769,>50K
28518,<=50K
19432,<=50K
29911,<=50K
26192,<=50K
14928,<=50K
29986,<=50K
27977,<=50K
2399,<=50K
10228,>50K
15434,<=50K
2152,<=50K
7848,<=50K
12870,<=50K
23603,<=50K
15312,<=50K
59,<=50K
22852,<=50K
7086,<=50K
29203,>50K
4411,<=50K
1496,<=50K
16640,>50K
22831,>50K
23884,<=50K
877,>50K
2943,>50K
9650,<=50K
10312,>50K
28820,<=50K
17156,<=50K
18241,<=50K
21109,<=50K
29940,<=50K
6680,<=50K
1599,>50K
9117,>50K
24275,<=50K
15394,<=50K
19665,<=50K
15970,<=50K
18072,<=50K
24751,<=50K
9929,>50K
14666,<=50K
6937,>50K
3571,<=50K
2377,>50K
20803,<=50K
8126,<=50K
17840,>50K
29695,<=50K
29951,<=50K
24849,<=50K
28376,<=50K
19545,<=50K
19333,>50K
12066,<=50K
20967,>50K
15165,<=50K
2716,<=50K
2444,<=50K
15922,<=50K
26610,<=50K
8327,<=50K
30007,<=50K
17294,>50K
26172,<=50K
2321,<=50K
28881,<=50K
20955,<=50K
16481,<=50K
24132,<=50K
18231,<=50K
19303,<=50K
29267,<=50K
23296,<=50K
22646,>50K
14101,>50K
22104,<=50K
8394,<=50K
14978,>50K
19096,<=50K
6134,<=50K
28700,<=50K
16242,<=50K
13671,<=50K
22158,<=50K
1215,<=50K
1511,>50K
13183,<=50K
13113,<=50K
11098,>50K
14023,>50K
21214,<=50K
28631,>50K
9304,>50K
10851,<=50K
21628,<=50K
27915,<=50K
23517,>50K
14406,<=50K
6201,<=50K
30327,<=50K
27654,>50K
6948,<=50K
2364,<=50K
24803,<=50K
9646,<=50K
29507,>50K
12057,<=50K
1320,<=50K
6485,<=50K
8747,<=50K
919,<=50K
1291,<=50K
9785,<=50K
3597,<=50K
2003,<=50K
3484,<=50K
3615,>50K
7520,<=50K
13272,>50K
24442,<=50K
19672,<=50K
17269,<=50K
9742,<=50K
23630,<=50K
23696,<=50K
17604,>50K
6774,<=50K
260,<=50K
2625,<=50K
24039,<=50K
26236,<=50K
1772,<=50K
4252,<=50K
3035,<=50K
25898,>50K
1756,<=50K
12507,>50K
13166,>50K
9497,<=50K
5927,<=50K
7669,<=50K
26502,<=50K
8135,<=50K
8144,>50K
13000,<=50K
2131,<=50K
9888,<=50K
26316,<=50K
18999,<=50K
2741,<=50K
24938,>50K
18830,<=50K
17234,<=50K
2670,<=50K
3875,<=50K
14861,<=50K
21163,<=50K
12760,<=50K
28560,>50K
17755,>50K
4125,<=50K
12851,<=50K
17989,<=50K
8427,<=50K
14957,>50K
28531,<=50K
25943,<=50K
24164,>50K
25072,<=50K
1500,>50K
20786,<=50K
27655,<=50K
23559,<=50K
20590,<=50K
25023,<=50K
85,>50K
23959,<=50K
16832,<=50K
3495,<=50K
24350,<=50K
25104,<=50K
25126,<=50K
583,<=50K
19530,<=50K
22592,>50K
15238,<=50K
7111,<=50K
28586,<=50K
29415,<=50K
3474,<=50K
5372,<=50K
1899,<=50K
7916,<=50K
20494,<=50K
5323,<=50K
27621,<=50K
6530,<=50K
6024,>50K
27147,<=50K
11168,>50K
26039,<=50K
23079,<=50K
21435,>50K
28386,>50K
24146,<=50K
23820,<=50K
3513,<=50K
21266,>50K
29100,<=50K
520,<=50K
26310,<=50K
14732,>50K
13453,>50K
24092,<=50K
7737,<=50K
30495,>50K
19045,<=50K
5616,<=50K
6954,<=50K
447,<=50K
3415,<=50K
30536,<=50K
12185,<=50K
20798,>50K
3853,<=50K
1754,>50K
21668,<=50K
24330,<=50K
18642,<=50K
26150,>50K
10559,<=50K
10648,<=50K
23127,<=50K
24745,<=50K
3705,>50K
20101,<=50K
13534,<=50K
19548,<=50K
5979,<=50K
17199,<=50K
17919,<=50K
20548,>50K
11794,>50K
27061,>50K
17656,>50K
26985,<=50K
26142,<=50K
11842,<=50K
30050,<=50K
11691,<=50K
15416,>50K
22181,<=50K
14923,>50K
21306,<=50K
2711,<=50K
29861,<=50K
30438,<=50K
6496,<=50K
19402,<=50K
24175,<=50K
18762,<=50K
29292,<=50K
22385,>50K
22272,>50K
7653,>50K
30075,<=50K
3334,>50K
6760,<=50K
7701,<=50K
20103,<=50K
4679,<=50K
8795,<=50K
27633,<=50K
458,<=50K
26975,<=50K
16435,>50K
27867,>50K
21212,<=50K
26428,>50K
10009,<=50K
30183,<=50K
9538,>50K
29079,<=50K
28638,>50K
25291,>50K
15771,<=50K
6016,<=50K
27486,>50K
4085,<=50K
26561,<=50K
5696,<=50K
10745,<=50K
21899,<=50K
19394,<=50K
1897,<=50K
11607,<=50K
8532,<=50K
20545,<=50K
23213,<=50K
13016,<=50K
8772,<=50K
18637,<=50K
4945,<=50K
16054,>50K
4582,<=50K
19708,>50K
17008,<=50K
19009,<=50K
11126,>50K
1770,<=50K
19965,>50K
9236,>50K
13782,<=50K
15482,<=50K
22657,<=50K
10898,>50K
27028,<=50K
24063,<=50K
26109,<=50K
19830,>50K
1454,<=50K
23362,<=50K
20113,>50K
50,<=50K
19072,<=50K
23852,>50K
20841,<=50K
5829,<=50K
27253,<=50K
14132,<=50K
3212,<=50K
7695,<=50K
380,>50K
12237,>50K
19544,<=50K
13780,<=50K
21590,<=50K
29010,<=50K
3909,<=50K
19477,>50K
27640,<=50K
19999,<=50K
25014,<=50K
2056,<=50K
6859,<=50K
21446,<=50K
21922,<=50K
6143,<=50K
26233,<=50K
4278,<=50K
23527,<=50K
4790,<=50K
14969,<=50K
7295,<=50K
272,<=50K
6387,<=50K
6327,<=50K
15293,<=50K
16818,<=50K
22202,<=50K
23214,<=50K
28821,<=50K
1185,<=50K
3650,<=50K
10250,<=50K
14378,>50K
26925,>50K
16396,<=50K
12644,<=50K
8710,<=50K
11237,<=50K
28362,<=50K
18649,>50K
5332,>50K
17547,<=50K
29382,<=50K
22345,<=50K
15228,<=50K
7417,<=50K
13987,<=50K
30323,<=50K
9877,<=50K
6182,<=50K
7691,>50K
8428,<=50K
23991,<=50K
12701,<=50K
22408,<=50K
18121,>50K
10589,<=50K
27547,<=50K
9945,<=50K
25752,>50K
21821,<=50K
8068,>50K
26083,<=50K
21273,>50K
26619,<=50K
16491,<=50K
17898,<=50K
5664,<=50K
27736,<=50K
10057,<=50K
19533,>50K
8209,<=50K
13409,<=50K
3198,<=50K
23110,<=50K
29460,<=50K
19134,<=50K
14914,<=50K
12110,<=50K
29043,>50K
5246,>50K
10203,<=50K
17100,<=50K
7325,<=50K
18131,>50K
12904,<=50K
10536,>50K
12652,>50K
30090,>50K
22124,<=50K
18813,<=50K
13270,<=50K
12533,>50K
6628,<=50K
854,<=50K
14779,>50K
11077,<=50K
30554,<=50K
21909,<=50K
7892,>50K
10282,<=50K
26097,>50K
30043,>50K
20383,>50K
28473,<=50K
